time;M1;M2;M3;M4;M5;M6;M7;M8
0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.00119837253753628;0.001999943;0.00003012789;0.0;0.0;0.0;0.0;0.0;0.0
0.00239674507507256;0.001999773;0.00006023402;0.0;0.0;0.0;0.0;0.0;0.0
0.00359511761260884;0.00199949;0.00009031841;0.0;0.0;0.0;0.0;0.0;0.0
0.00479349015014512;0.001999093;0.000120381;0.0;0.0;0.0;0.0;0.0;0.0
0.0059918626876814;0.001998583;0.0001504219;0.0;0.0;0.0;0.0;0.0;0.0
0.00719023522521769;0.001997959;0.0001804411;0.0;0.0;0.0;0.0;0.0;0.0
0.00838860776275396;0.001997223;0.0002104385;0.0;0.0;0.0;0.0;0.0;0.0
0.0167772155255079;0.001988898;0.0004185407;0.0;0.0;0.0;0.0;0.0;0.0
0.0335544310510158;0.001955716;0.0008185465;0.0;0.0;0.0;0.0;0.0;0.0
0.0530856810510158;0.001889774;0.001237412;0.0;0.0;0.0;0.0;0.0;0.0
0.0726169310510159;0.001795408;0.001582109;0.0;0.0;0.0;0.0;0.0;0.0
0.0921481810510159;0.001674038;0.00183198;0.0;0.0;0.0;0.0;0.0;0.0
0.107978710493538;0.001557093;0.001954423;0.0;0.0;0.0;0.0;0.0;0.0
0.11616489957499;0.001490501;0.001987686;0.0;0.0;0.0;0.0;0.0;0.0
0.124485194541669;0.001418781;0.001999958;0.0;0.0;0.0;0.0;0.0;0.0
0.132308654094657;0.001347802;0.001991571;0.0;0.0;0.0;0.0;0.0;0.0
0.144394363663128;0.001231819;0.001940896;0.0;0.0;0.0;0.0;0.0;0.0
0.163925613663128;0.001029681;0.001765462;0.0;0.0;0.0;0.0;0.0;0.0
0.183456863663128;0.0008120549;0.00148421;0.0;0.0;0.0;0.0;0.0;0.0
0.202988113663128;0.0005822153;0.001113999;0.0;0.0;0.0;0.0;0.0;0.0
0.222519363663128;0.0003436185;0.0006770179;0.0;0.0;0.0;0.0;0.0;0.0
0.242050613663128;0.0000998534;0.0001994577;0.0;0.0;0.0;0.0;0.0;0.0
0.261581863663128;-0.0001454136;-0.0002900574;0.0;0.0;0.0;0.0;0.0;0.0
0.281113113663128;-0.0003884934;-0.0007621873;0.0;0.0;0.0;0.0;0.0;0.0
0.300644363663128;-0.0006257299;-0.001188633;0.0;0.0;0.0;0.0;0.0;0.0
0.320175613663128;-0.0008535549;-0.001543836;0.0;0.0;0.0;0.0;0.0;0.0
0.339706863663128;-0.001068542;-0.001806505;0.0;0.0;0.0;0.0;0.0;0.0
0.357045720888886;-0.001246025;-0.001949311;0.0;0.0;0.0;0.0;0.0;0.0
0.365005179623379;-0.001322673;-0.001984246;0.0;0.0;0.0;0.0;0.0;0.0
0.372585488945673;-0.001392597;-0.001999079;0.0;0.0;0.0;0.0;0.0;0.0
0.381602338219656;-0.001471647;-0.00199312;0.0;0.0;0.0;0.0;0.0;0.0
0.393245952022589;-0.001566705;-0.001947658;0.0;0.0;0.0;0.0;0.0;0.0
0.412110035964077;-0.001702715;-0.001786441;0.0;0.0;0.0;0.0;0.0;0.0
0.431641285964077;-0.001818339;-0.001514407;0.0;0.0;0.0;0.0;0.0;0.0
0.451172535964077;-0.001906615;-0.001151603;0.0;0.0;0.0;0.0;0.0;0.0
0.470703785964077;-0.001966212;-0.0007197746;0.0;0.0;0.0;0.0;0.0;0.0
0.490235035964077;-0.001996237;-0.0002448049;0.0;0.0;0.0;0.0;0.0;0.0
