time;M1;M2;M3;M4;M5;M6;M7;M8
0.513511522965879;0.1014406;0.4660826;0.0;0.0;0.0;0.0;0.0;0.0
0.536990869220455;0.1107553;0.4078666;0.0;0.0;0.0;0.0;0.0;0.0
0.575024229147079;0.143625;0.3183495;0.0;0.0;0.0;0.0;0.0;0.0
0.635436842941507;0.2362998;0.1992306;0.0;0.0;0.0;0.0;0.0;0.0
0.671415284258293;0.3104231;0.1477776;0.0;0.0;0.0;0.0;0.0;0.0
0.696570537582611;0.3682252;0.122329;0.0;0.0;0.0;0.0;0.0;0.0
0.71501666212238;0.4127836;0.1096242;0.0;0.0;0.0;0.0;0.0;0.0
0.731160660166525;0.4527621;0.1027991;0.0;0.0;0.0;0.0;0.0;0.0
0.746893496557688;0.492193;0.1000762;0.0;0.0;0.0;0.0;0.0;0.0
0.763845246300767;0.534753;0.1015126;0.0;0.0;0.0;0.0;0.0;0.0
0.787533503148236;0.59346;0.1110717;0.0;0.0;0.0;0.0;0.0;0.0
0.825898508034213;0.6836054;0.1446283;0.0;0.0;0.0;0.0;0.0;0.0
0.886799848931354;0.8030166;0.2388852;0.0;0.0;0.0;0.0;0.0;0.0
0.922337815885847;0.8533154;0.3124679;0.0;0.0;0.0;0.0;0.0;0.0
0.947235925714172;0.8782187;0.3698053;0.0;0.0;0.0;0.0;0.0;0.0
0.965512271749171;0.8906456;0.4139996;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.899968;0.4949429;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.8983973;0.5357715;0.0;0.0;0.0;0.0;0.0;0.0
0.017576598312182;0.8885365;0.5950755;0.0;0.0;0.0;0.0;0.0;0.0
0.0351531966243641;0.8541348;0.68598;0.0;0.0;0.0;0.0;0.0;0.0
0.0527297949365461;0.7579421;0.8057219;0.0;0.0;0.0;0.0;0.0;0.0
0.0703063932487281;0.6850271;0.8546336;0.0;0.0;0.0;0.0;0.0;0.0
0.0878829915609102;0.6282596;0.8788792;0.0;0.0;0.0;0.0;0.0;0.0
0.105459589873092;0.5845112;0.8909704;0.0;0.0;0.0;0.0;0.0;0.0
0.123036188185274;0.501693;0.8999964;0.0;0.0;0.0;0.0;0.0;0.0
0.164199786003446;0.4629832;0.8982835;0.0;0.0;0.0;0.0;0.0;0.0
0.191398881981907;0.4029509;0.8880483;0.0;0.0;0.0;0.0;0.0;0.0
0.211176866667496;0.3111286;0.8526012;0.0;0.0;0.0;0.0;0.0;0.0
0.226383561937912;0.1910208;0.7540312;0.0;0.0;0.0;0.0;0.0;0.0
0.24525794337848;0.1437756;0.6819455;0.0;0.0;0.0;0.0;0.0;0.0
0.263237024599382;0.1203234;0.6258798;0.0;0.0;0.0;0.0;0.0;0.0
0.28654450706811;0.1086382;0.5826799;0.0;0.0;0.0;0.0;0.0;0.0
0.324304860175553;0.1021655;0.5415658;0.0;0.0;0.0;0.0;0.0;0.0
0.384314314118381;0.1000077;0.5024776;0.0;0.0;0.0;0.0;0.0;0.0
0.420657424669335;0.1016896;0.4632736;0.0;0.0;0.0;0.0;0.0;0.0
0.446024614722813;0.1118369;0.403411;0.0;0.0;0.0;0.0;0.0;0.0
0.46461029777258;0.1470391;0.3118017;0.0;0.0;0.0;0.0;0.0;0.0
0.480655496958019;0.2450537;0.1917754;0.0;0.0;0.0;0.0;0.0;0.0
0.495996002532899;0.317334;0.1441445;0.0;0.0;0.0;0.0;0.0;0.0
0.513511522965879;0.3735639;0.1205083;0.0;0.0;0.0;0.0;0.0;0.0
0.536990869220455;0.4168921;0.1087289;0.0;0.0;0.0;0.0;0.0;0.0
0.575024229147079;0.4579114;0.1022205;0.0;0.0;0.0;0.0;0.0;0.0
0.635436842941507;0.4964102;0.1000161;0.0;0.0;0.0;0.0;0.0;0.0
0.671415284258293;0.5363147;0.1016519;0.0;0.0;0.0;0.0;0.0;0.0
0.696570537582611;0.5959367;0.1116752;0.0;0.0;0.0;0.0;0.0;0.0
0.71501666212238;0.6872429;0.1465313;0.0;0.0;0.0;0.0;0.0;0.0
0.731160660166525;0.8071496;0.2437596;0.0;0.0;0.0;0.0;0.0;0.0
0.746893496557688;0.8553303;0.3163146;0.0;0.0;0.0;0.0;0.0;0.0
0.763845246300767;0.8792285;0.3727767;0.0;0.0;0.0;0.0;0.0;0.0
0.787533503148236;0.891142;0.4162862;0.0;0.0;0.0;0.0;0.0;0.0
0.825898508034213;0.8999667;0.4948363;0.0;0.0;0.0;0.0;0.0;0.0
0.886799848931354;0.8984008;0.535732;0.0;0.0;0.0;0.0;0.0;0.0
0.922337815885847;0.8885518;0.595013;0.0;0.0;0.0;0.0;0.0;0.0
0.947235925714172;0.854183;0.6858881;0.0;0.0;0.0;0.0;0.0;0.0
0.965512271749171;0.7580655;0.8056177;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851245;0.8545827;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283348;0.8788538;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.584569;0.8909579;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5018236;0.8999959;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4630315;0.898288;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4030275;0.8880674;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3112406;0.8526612;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1911463;0.7541837;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438369;0.6820655;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203542;0.6259724;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086533;0.5827512;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1021746;0.5416529;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000089;0.5026629;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016833;0.4633422;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1118099;0.4035196;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469543;0.3119607;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2448379;0.1919541;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3171641;0.1442318;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3734327;0.1205521;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167911;0.1087504;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577881;0.1022335;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4961478;0.1000186;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5362176;0.101643;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5957828;0.1116372;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6870172;0.1464119;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8068951;0.2434549;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8552061;0.3160744;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791662;0.3725911;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8911114;0.4161435;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999657;0.4947615;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984033;0.5357043;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885626;0.594969;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542169;0.6858236;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581521;0.8055446;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851928;0.8545471;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283876;0.8788359;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846097;0.8909491;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5019153;0.8999954;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4630654;0.8982912;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4030813;0.8880809;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113193;0.8527033;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912344;0.7542907;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.14388;0.6821498;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203758;0.6260375;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086639;0.5828012;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.102181;0.541714;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000098;0.5027929;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016789;0.4633903;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.111791;0.4035959;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1468949;0.3120724;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2446865;0.1920796;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3170448;0.1442931;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733406;0.1205828;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167202;0.1087655;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577015;0.1022427;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4959636;0.1000204;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361494;0.1016368;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5956747;0.1116106;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6868588;0.1463282;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067163;0.2432411;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551188;0.3159059;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791224;0.372461;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8910899;0.4160433;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999659;0.4947757;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357096;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885605;0.5949774;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542104;0.6858359;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581356;0.8055585;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851798;0.8545539;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283775;0.8788393;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846019;0.8909508;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5018978;0.8999955;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.463059;0.8982906;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.403071;0.8880783;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113043;0.8526952;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912176;0.7542703;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438718;0.6821337;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203717;0.6260251;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086619;0.5827917;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1021798;0.5417024;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000096;0.5027682;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016797;0.4633811;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1117946;0.4035814;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469062;0.3120511;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2447153;0.1920557;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3170675;0.1442814;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733581;0.120577;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167337;0.1087626;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.457718;0.102241;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4959987;0.10002;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361624;0.101638;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5956953;0.1116156;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.686889;0.1463441;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067503;0.2432818;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551354;0.315938;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791308;0.3724858;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.891094;0.4160624;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999658;0.494773;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357086;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.888561;0.5949758;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542116;0.6858335;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581388;0.8055559;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851823;0.8545526;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283794;0.8788387;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846034;0.8909504;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5019011;0.8999955;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4630602;0.8982907;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.403073;0.8880788;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113071;0.8526968;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912208;0.7542742;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438733;0.6821368;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203724;0.6260275;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086623;0.5827935;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.10218;0.5417046;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000096;0.5027729;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016795;0.4633829;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1117939;0.4035841;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469041;0.3120552;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2447098;0.1920602;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3170632;0.1442837;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733548;0.1205781;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167311;0.1087631;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577149;0.1022413;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.495992;0.1000201;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361599;0.1016378;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5956913;0.1116147;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6868833;0.1463411;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067439;0.243274;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551322;0.3159319;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791292;0.3724811;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8910932;0.4160588;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999659;0.4947735;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357088;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885608;0.5949761;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542114;0.685834;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581382;0.8055564;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851818;0.8545528;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.628379;0.8788388;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846031;0.8909505;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5019005;0.8999955;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.46306;0.8982906;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4030726;0.8880787;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113066;0.8526965;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912201;0.7542735;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438731;0.6821362;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203723;0.626027;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086622;0.5827932;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.10218;0.5417042;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000096;0.502772;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016796;0.4633825;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.111794;0.4035836;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469045;0.3120544;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2447108;0.1920593;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.317064;0.1442832;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733554;0.1205779;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167316;0.108763;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577155;0.1022413;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4959933;0.1000201;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361604;0.1016378;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5956921;0.1116149;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6868843;0.1463416;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067451;0.2432755;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551329;0.315933;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791295;0.372482;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8910933;0.4160595;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999658;0.4947734;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357087;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885609;0.5949761;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542114;0.6858339;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581382;0.8055563;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851819;0.8545527;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283791;0.8788388;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846032;0.8909505;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5019006;0.8999955;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4630601;0.8982906;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4030727;0.8880787;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113067;0.8526965;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912203;0.7542737;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438731;0.6821363;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203723;0.6260271;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086622;0.5827932;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.10218;0.5417043;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000096;0.5027722;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016796;0.4633826;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.111794;0.4035837;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469044;0.3120546;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2447107;0.1920595;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3170639;0.1442833;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733553;0.1205779;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167315;0.108763;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577153;0.1022413;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.495993;0.1000201;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361603;0.1016378;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5956919;0.1116148;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6868842;0.1463415;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067448;0.2432752;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551328;0.3159328;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791294;0.3724818;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8910933;0.4160593;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999658;0.4947734;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357087;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885609;0.5949761;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542114;0.6858339;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581382;0.8055563;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851819;0.8545528;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283791;0.8788388;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846032;0.8909505;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5019006;0.8999955;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.46306;0.8982906;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4030727;0.8880787;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3113067;0.8526965;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1912202;0.7542736;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1438731;0.6821363;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1203723;0.626027;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1086622;0.5827932;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.10218;0.5417042;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1000096;0.5027721;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1016796;0.4633826;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.111794;0.4035837;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.1469044;0.3120545;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.2447107;0.1920595;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3170639;0.1442833;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.3733553;0.1205779;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4167315;0.108763;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4577154;0.1022413;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.4959931;0.1000201;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5361603;0.1016378;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.595692;0.1116148;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6868842;0.1463415;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8067449;0.2432753;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8551328;0.3159328;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8791294;0.3724819;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8910933;0.4160594;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8999658;0.4947734;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8984029;0.5357087;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8885609;0.5949761;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.8542114;0.6858339;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.7581382;0.8055563;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6851819;0.8545528;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.6283791;0.8788388;0.0;0.0;0.0;0.0;0.0;0.0
0.997987794639486;0.5846032;0.8909505;0.0;0.0;0.0;0.0;0.0;0.0
